msc_013110_0010#0,"""พวกเธออยากรู้เรื่องของอิลม่า (Ilma) เพิ่มเติมเหรอ?"""
msc_013110_0030#0,"""คุณปู่ท่านเคยเป็นนักวิจัยน่ะ ผมคิดว่าอิลม่า (Ilma) น่าจะกำลังสานต่องานวิจัยนั้นอยู่นะ"""
msc_013110_0040#0,"""ผมไม่รู้หรอกนะว่ามันเกี่ยวกับอะไรบ้าง แต่พวกเธอจะลองดูก็ได้ถ้าคิดว่ามันช่วยได้"""
msc_013110_0050#0,"""เอ๊ะ? นั่นมัน..."""
msc_013110_0060#0,"""หุ่นยนต์ที่อยู่กับเมรี่ (Meri) นี่นา มีชื่อของอิลม่า (Ilma) เขียนอยู่ด้านหลังด้วย"""
msc_013110_0070#0,"""ดูเหมือนมันจะทำงานได้แบบอัตโนมัตินะ แต่ฉันก็บอกไม่ได้ชัดเจนเหมือนกันว่ามันขับเคลื่อนตัวเองได้ยังไง"""
msc_013110_0080#0,"""เข้าถึงไฟล์ข้อมูล DOLLS ที่แสดงอยู่"""
msc_013110_0090#0,"""เข้าถึงไฟล์ข้อมูลอดีตเซ็นทรัล (Central) ที่แสดงอยู่"""
msc_013110_0100#0,"""...มีข้อมูลที่รวบรวมเกี่ยวกับพวก DOLLS เอาไว้เยอะเลยแฮะ..."""
msc_013110_0110#0,"""มีเอกสารที่เกี่ยวกับลอสต์เซ็นทรัล (Lost Central) ด้วยเหมือนกัน"""
msc_013110_0120#0,"""เจออะไรดีๆ บ้างไหม?"""
msc_013110_0130#0,"""ดูเหมือนว่าในควาริส (Kvaris) จะมีสิ่งก่อสร้างหลายแห่งที่มีลักษณะคล้ายกับซากปรักหักพังอยู่นะ"""
msc_013110_0140#0,"""บางทีเราอาจจะเจออิลม่า (Ilma) ที่สิ่งก่อสร้างใดสิ่งก่อสร้างหนึ่งพวกนี้ก็ได้"""
msc_013110_0150#0,"""เข้าใจแล้ว!"""
