msc_010230_0010#0,"""ดีใจที่พวกเธอมาถึงนะ ทั้งสองคน ฉันคือ ครอว์ฟอร์ด (Crawford) ผู้นำของเซ็นทรัลซิตี้"""
msc_010230_0020#0,"""ฉันคือ..."""
msc_010230_0030#0,"""มาน่อน ใช่ไหม?"""
msc_010230_0040#0,"""ฉันได้รับรายงานเรื่องที่พวกเธอมาถึงแล้วล่ะ"""
msc_010230_0050#0,"""...พวกเธอต้องเผชิญกับเรื่องที่ไม่มีใครสมควรต้องเจอเลย"""
msc_010230_0060#0,"""ดีใจที่ได้เห็นว่าอย่างน้อยพวกเธอทั้งสองคน<br>ก็ไม่ได้รับบาดเจ็บทางร่างกายจากโศกนาฏกรรมครั้งนี้"""
msc_010230_0070#0,"""คือว่า... ไอน่าอยู่ไหนเหรอคะ?"""
msc_010230_0080#0,"""ตอนนี้เธอกำลังรับการรักษาอยู่ที่ศูนย์การแพทย์น่ะ"""
msc_010230_0090#0,"""ไม่ต้องห่วงนะ เธอพ้นขีดอันตรายแล้ว"""
msc_010230_0100#0,"""เธอถูกส่งตัวมารักษา... เมื่อประมาณ 12 ชั่วโมงก่อน<br>ที่จริง เธอน่าจะออกมาได้ทุกเมื่อแล้วล่ะ"""
msc_010230_0110#0,"""ไอน่า เธอไม่เป็นไรใช่ไหม?"""
msc_010230_0120#0,"""...แฮะๆ ฉันไม่เป็นไร ไม่เป็นไรหรอก"""
msc_010230_0130#0,"""แต่ก็อย่าเพิ่งฝืนตัวเองนะ เข้าใจไหม?"""
msc_010230_0140#0,"""ขอบคุณค่ะ ครอว์ฟอร์ด (Crawford)"""
msc_010230_0150#0,"""แล้วก็ขอบใจพวกเธอสองคนด้วยนะ"""
msc_010230_0160#0,"""หืม? เรื่องอะไรเหรอ?"""
msc_010230_0170#0,"""ก็เรื่องที่คอยเป็นห่วงฉันไง ฉันดีใจนะที่พวกเธอเป็นห่วง"""
msc_010230_0180#0,"""แล้ว... พ่อของฉันล่ะ...?"""
msc_010230_0190#0,"""...เข้าใจแล้ว"""
msc_010230_0200#0,"""เจ้า DOLLS ที่แม้แต่พ่อของฉันก็ยังสู้ไม่ได้... มันคือตัวอะไรกันแน่?"""
msc_010230_0210#0,"""รายละเอียดกำลังอยู่ระหว่างการสืบสวน แต่ว่า..."""
msc_010230_0220#0,"""เราสันนิษฐานว่ามันคือ DOLLS สายพันธุ์ที่รู้จักกันในชื่อ Dark Falz"""
msc_010230_0230#0,"""คาดการณ์กันว่า Dark Falz เป็นต้นเหตุของหายนะ<br>ที่นำมาซึ่งความพินาศมหาศาลเมื่อราวๆ 100 ปีก่อน"""
msc_010230_0240#0,"""บางคนบอกว่าเมืองหลวงในยุคนั้นถูกลบหายไปจากแผนที่ในพริบตาเลยล่ะ"""
msc_010230_0250#0,"""ถ้า DOLLS ที่พวกเธอเผชิญหน้าด้วยคือ Dark Falz ตัวนั้นจริงๆ..."""
msc_010230_0260#0,"""งั้นเราก็ไม่มีเวลาให้เสียแล้ว เราต้องวางแผนและเตรียมการ<br>โดยเผื่อใจไว้เลยว่าเหตุการณ์แบบนี้จะเกิดขึ้นอีกครั้งแน่ๆ"""
msc_010230_0270#0,"""ซึ่งนั่นทำให้ฉัน..."""
msc_010230_0280#0,"""ทำให้คุณ... อะไรเหรอคะ?"""
